Time(Fw)[msec],Interval(Fw)[msec],Sampling(App)[msec],0xDF0,0xDF1,0xDF2,0xDF3,0xDF4,0xDF5,0xDF6,0xDF7,
399132,30,34.1,0,-0.08538818359375,-0.169677734375,0,90.25,1,6,0,
399162,30,24.9,0,-0.08551025390625,-0.170166015625,0,90.25,1,6,0,
399192,30,30.1,0,-0.085693359375,-0.1707763671875,0,90.25,1,6,0,
399252,60,45.3,0,-0.08575439453125,-0.171875,0,90.25,1,6,0,
399297,45,60.7,0,-0.0859375,-0.1727294921875,0,90.25,1,6,0,
399342,45,45.6,0,-0.086181640625,-0.1734619140625,0,90.25,1,6,0,
399372,30,30.5,0,-0.08636474609375,-0.173828125,0,90.25,1,6,0,
399402,30,29.3,0,-0.08660888671875,-0.17431640625,0,90.25,1,6,0,
399432,30,30.4,0,-0.08685302734375,-0.1746826171875,0,90.25,1,6,0,
399462,30,30.9,0,-0.08697509765625,-0.175048828125,0,90.25,1,6,0,
399492,30,30.2,0,-0.08709716796875,-0.1754150390625,0,90.25,1,6,0,
399537,45,32.2,0,-0.08746337890625,-0.17578125,0,90.25,1,6,0,
399567,30,40.7,0,-0.0877685546875,-0.1759033203125,0,90.25,1,6,0,
399597,30,30.6,0,-0.0880126953125,-0.1759033203125,0,90.25,1,6,0,
399627,30,29.8,0,-0.0882568359375,-0.17578125,0,90.25,1,6,0,
399657,30,29.6,0,-0.0885009765625,-0.175537109375,0,90.25,1,6,0,
399687,30,29.5,0,-0.08892822265625,-0.1751708984375,0,90.25,1,6,0,
399717,30,30.9,0,-0.08941650390625,-0.1748046875,0,90.25,1,6,0,
399747,30,34.7,0,-0.089599609375,-0.1744384765625,0,90.25,1,6,0,
399777,30,25.1,0,-0.08935546875,-0.1741943359375,0,90.25,1,6,0,
399807,30,29.3,0,-0.089111328125,-0.1739501953125,0,90.25,1,6,0,
399852,45,30,0,-0.08892822265625,-0.1737060546875,0,90.25,1,6,0,
399882,30,46.6,0,-0.08868408203125,-0.17333984375,0,90.25,1,6,0,
399912,30,29.9,0,-0.08837890625,-0.1729736328125,0,90.25,1,6,0,
399957,45,31.8,0,-0.088134765625,-0.172607421875,0,90.25,1,6,0,
399987,30,41.7,0,-0.0882568359375,-0.1724853515625,0,90.25,1,6,0,
400017,30,32.4,0,-0.088623046875,-0.1724853515625,0,90.25,1,6,0,
400047,30,28.2,0,-0.08935546875,-0.1722412109375,0,90.25,1,6,0,
400077,30,30.6,0,-0.09039306640625,-0.171630859375,0,90.25,1,6,0,
400107,30,29.2,0,-0.09149169921875,-0.1708984375,0,90.25,1,6,0,
400137,30,30.9,0,-0.09259033203125,-0.1700439453125,0,90.25,1,6,0,
400167,30,28.4,0,-0.09503173828125,-0.1689453125,0,90.25,1,6,0,
400197,30,31.3,0,-0.0980224609375,-0.1676025390625,0,90.25,1,6,0,
400227,30,30.1,0,-0.10186767578125,-0.1658935546875,0,90.25,1,6,0,
400257,30,29.3,0,-0.10723876953125,-0.1636962890625,0,90.25,1,6,0,
400302,45,30.7,0,-0.11773681640625,-0.1591796875,0,90.25,1,6,0,
400332,30,44.6,0,-0.1256103515625,-0.1552734375,0,90.25,1,6,0,
400362,30,31.5,0,-0.134521484375,-0.1512451171875,0,90.25,1,6,0,
400392,30,29.4,0,-0.1436767578125,-0.1470947265625,0,90.25,1,6,0,
400422,30,29.3,0,-0.1524658203125,-0.143310546875,0,90.25,1,6,0,
400452,30,31,0,-0.16015625,-0.1405029296875,0,90.25,1,6,0,
400482,30,29.7,0,-0.166748046875,-0.138916015625,0,90.25,0,6,0,
400512,30,30.7,0,-0.172607421875,-0.13818359375,0,90.25,0,6,0,
400542,30,32,0,-0.1783447265625,-0.1378173828125,0,90.25,0,6,0,
400572,30,29.9,0,-0.183837890625,-0.137451171875,0,90.25,0,6,0,
400617,45,28.4,0,-0.19091796875,-0.1361083984375,0,90.25,0,6,0,
400647,30,44.4,0,-0.19482421875,-0.1341552734375,0,90.25,0,6,0,
400677,30,31.5,0,-0.19873046875,-0.13134765625,0,90.25,0,6,0,
400707,30,27.8,0,-0.200927734375,-0.1275634765625,0,90.25,0,6,0,
400737,30,30.2,0,-0.20166015625,-0.12298583984375,0,90.25,0,6,0,
400782,45,31.7,0,-0.1983642578125,-0.114990234375,0,90.25,1,6,0,
400812,30,42.8,0,-0.1942138671875,-0.109375,0,90.25,1,6,0,
400842,30,30.2,0,-0.1868896484375,-0.1036376953125,0,90.25,1,6,0,
400872,30,31.1,0,-0.1773681640625,-0.0989990234375,0,90.25,1,6,0,
400902,30,29.3,0,-0.1673583984375,-0.09552001953125,0,90.25,1,6,0,
400932,30,31.5,0,-0.1583251953125,-0.0931396484375,0,90.25,1,6,0,
400962,30,29.1,0,-0.1512451171875,-0.09100341796875,0,90.25,1,6,0,
400992,30,29.6,0,-0.146484375,-0.08941650390625,0,90.25,1,6,0,
401022,30,29.3,0,-0.1434326171875,-0.08892822265625,0,90.25,1,6,0,
401052,30,31.3,0,-0.1414794921875,-0.09027099609375,0,90.25,1,6,0,
401082,30,29.3,0,-0.14013671875,-0.09320068359375,0,90.25,1,6,0,
401112,30,29.8,0,-0.1373291015625,-0.096923828125,0,90.25,1,6,0,
401142,30,29.5,0,-0.134033203125,-0.10089111328125,0,90.25,1,6,0,
401172,30,29.4,0,-0.1292724609375,-0.10565185546875,0,90.25,1,6,0,
401202,30,30.6,0,-0.12310791015625,-0.11181640625,0,90.25,1,6,0,
401232,30,29.9,0,-0.115966796875,-0.11981201171875,0,90.25,1,6,0,
401277,45,44.4,0,-0.103759765625,-0.134521484375,0,90.25,1,6,0,
401307,30,30.8,0,-0.09564208984375,-0.1455078125,0,90.25,1,6,0,
401352,45,30.2,0,-0.09075927734375,-0.1644287109375,0,90.25,1,6,0,
401382,30,45.1,0,-0.094970703125,-0.1778564453125,0,90.25,1,6,0,
401412,30,30.1,0,-0.1065673828125,-0.1905517578125,0,90.25,1,6,0,
401442,30,29.9,0,-0.12310791015625,-0.2025146484375,0,90.25,1,6,0,
401472,30,31,0,-0.1444091796875,-0.2125244140625,0,90.25,0,6,0,
401502,30,29.3,0,-0.168701171875,-0.2191162109375,0.006134033203125,90.25,0,6,0,
401532,30,31,0,-0.1922607421875,-0.2222900390625,0.007671356201171875,90.25,0,6,0,
401562,30,29.9,0,-0.21435546875,-0.221923828125,0.00460052490234375,90.25,0,6,0,
401592,30,29,0,-0.234130859375,-0.2181396484375,0.00153350830078125,90.25,0,6,0,
401622,30,29.9,0,-0.2509765625,-0.211181640625,0,90.25,0,6,0,
401652,30,30,0,-0.266845703125,-0.2025146484375,0,90.25,0,6,0,
401682,30,30.5,0,-0.27978515625,-0.192626953125,0,90.25,0,6,0,
401712,30,30.3,0,-0.2900390625,-0.18115234375,0,90.25,0,6,0,
401742,30,28.9,0,-0.29638671875,-0.1685791015625,0,90.25,0,6,0,
401772,30,29.6,0,-0.298583984375,-0.15576171875,0,90.25,0,6,0,
401802,30,30.4,0,-0.298583984375,-0.1435546875,0,90.25,0,6,0,
401832,30,30.7,0,-0.296142578125,-0.132568359375,0,90.25,0,6,0,
401862,30,30.4,0,-0.291259765625,-0.12255859375,0,90.25,0,6,0,
401907,45,44.4,0,-0.277099609375,-0.10980224609375,0,90.25,0,6,0,
401937,30,29.7,0,-0.264404296875,-0.1019287109375,0,90.25,1,6,0,
401967,30,31,0,-0.24853515625,-0.09454345703125,0,90.25,1,6,0,
401997,30,29,0,-0.2310791015625,-0.08782958984375,0,90.25,1,6,0,
402027,30,30.9,0,-0.211669921875,-0.082763671875,0,90.25,1,6,0,
402057,30,30.1,0,-0.1907958984375,-0.0787353515625,0,90.25,1,6,0,
402102,45,45,0,-0.15771484375,-0.0758056640625,0,90.25,1,6,0,
402132,30,29.5,0,-0.13330078125,-0.076416015625,0,90.25,1,6,0,
402162,30,31,0,-0.10943603515625,-0.07818603515625,0,90.25,1,6,0,
402192,30,29.2,0,-0.087158203125,-0.08050537109375,0,90.25,1,6,0,
402222,30,29.8,0,-0.066162109375,-0.08282470703125,0,90.25,1,6,0,
402267,45,29.6,0,-0.029541015625,-0.08502197265625,0,90.25,1,6,0,
402297,30,43.9,0,-0.0001957416534423828,-0.08526611328125,0,90.25,1,6,0,
402327,30,31.6,0,0.033905029296875,-0.0858154296875,0,90.25,1,6,0,
402357,30,29.8,0,0.06988525390625,-0.0877685546875,0,90.25,1,6,0,
402417,60,59.1,0,0.146728515625,-0.0943603515625,0,90.25,1,6,0,
402447,30,30.9,0,0.1875,-0.0986328125,0,90.25,1,6,0,
402492,45,44.4,0,0.250244140625,-0.1082763671875,0,90.25,1,6,0,
402522,30,30.9,0,0.29541015625,-0.1177978515625,0,90.25,1,6,0,
402552,30,30.6,0,0.34228515625,-0.129150390625,0,90.25,1,6,0,
402582,30,29.3,0,0.365966796875,-0.141357421875,0.0751953125,90.25,1,6,0,
402612,30,32.6,0,0.3388671875,-0.154296875,0.25927734375,90.25,1,6,0,
402642,30,26.4,0,0.267578125,-0.16455078125,0.52294921875,90.25,0,6,0,
402687,45,31.7,0,0.1094970703125,-0.1669921875,0.92822265625,4.64453125,0,7,0,
402717,30,46.3,0,-0.018218994140625,-0.1507568359375,1.1337890625,4.64453125,0,7,0,
402747,30,28.8,0,-0.151611328125,-0.1201171875,1.27734375,4.64453125,0,7,0,
402792,45,31.4,0,-0.341552734375,-0.07794189453125,1.373046875,4.64453125,0,7,0,
402822,30,40.4,0,-0.4580078125,-0.0616455078125,1.3544921875,4.64453125,0,7,0,
402852,30,31.2,0,-0.56396484375,-0.05413818359375,1.28515625,4.64453125,0,7,0,
402897,45,31.3,0,-0.6826171875,-0.047149658203125,1.09375,4.64453125,0,7,0,
402927,30,45.6,0,-0.72998046875,-0.041961669921875,0.9189453125,4.64453125,0,7,0,
402957,30,29.3,0,-0.751953125,-0.037017822265625,0.71044921875,4.64453125,0,7,0,
403002,45,29.2,0,-0.744140625,-0.032470703125,0.339111328125,4.64453125,0,7,0,
403032,30,46,0,-0.75634765625,-0.031494140625,0.168701171875,4.64453125,0,7,0,
403062,30,30.9,0,-0.76611328125,-0.0282745361328125,0.11505126953125,4.64453125,0,7,0,
403092,30,28.5,0,-0.748046875,-0.0230712890625,0.0843505859375,4.64453125,0,7,0,
403122,30,30.3,0,-0.71875,-0.01788330078125,0.06597900390625,4.64453125,0,7,0,
403167,45,29.7,0,-0.65869140625,-0.0075225830078125,0.0460205078125,4.64453125,0,7,0,
403197,30,45.7,0,-0.61279296875,-0.0009198188781738281,0.042938232421875,4.64453125,0,7,0,
403227,30,30.9,0,-0.560546875,0.00536346435546875,0.04449462890625,4.64453125,0,7,0,
403257,30,27.6,0,-0.48388671875,0.007762908935546875,0,4.64453125,0,7,0,
403287,30,30.7,0,-0.458984375,0.011749267578125,0,4.64453125,1,6,0,
403332,45,31.1,0,-0.40087890625,0.008819580078125,0,4.64453125,1,6,0,
403362,30,44.6,0,-0.3564453125,0.005352020263671875,0,4.64453125,1,6,0,
403392,30,29.4,0,-0.314453125,0.0037822723388671875,0,4.64453125,1,6,0,
403437,45,29.7,0,-0.25732421875,0.0015726089477539062,0,4.64453125,1,6,0,
403482,45,44.9,0,-0.21044921875,-0.0017061233520507812,0,4.64453125,1,6,0,
403512,30,46.2,0,-0.180419921875,-0.0036411285400390625,0,4.64453125,1,6,0,
403542,30,29.8,0,-0.1490478515625,-0.005512237548828125,0,4.64453125,1,6,0,
403572,30,28.7,0,-0.114013671875,-0.0080718994140625,0,4.64453125,1,6,0,
403602,30,30.8,0,-0.07550048828125,-0.01061248779296875,0,4.64453125,1,6,0,
403647,45,44.8,0,-0.01152801513671875,-0.0167694091796875,0,4.64453125,1,6,0,
403677,30,31.9,0,0.032318115234375,-0.0221405029296875,0,4.64453125,1,6,0,
403707,30,28.4,0,0.07684326171875,-0.0274658203125,0,4.64453125,1,6,0,
403752,45,45.4,0,0.1451416015625,-0.035308837890625,0,4.64453125,1,6,0,
403782,30,29.9,0,0.1943359375,-0.0421142578125,0,4.64453125,1,6,0,
403812,30,29.9,0,0.2484130859375,-0.051422119140625,0,4.64453125,1,6,0,
403842,30,28.7,0,0.300048828125,-0.06427001953125,0.0138092041015625,4.64453125,1,6,0,
403872,30,30.7,0,0.31591796875,-0.07745361328125,0.1319580078125,4.64453125,1,6,0,
403902,30,30.4,0,0.274169921875,-0.09033203125,0.3681640625,4.64453125,1,6,0,
403947,45,30.5,0,0.130126953125,-0.10137939453125,0.8251953125,93.375,0,7,0,
403977,30,45.5,0,0.01097869873046875,-0.10040283203125,1.0771484375,93.375,0,7,0,
404007,30,29.1,0,-0.1256103515625,-0.0849609375,1.271484375,93.375,0,7,0,
404037,30,32.1,0,-0.26708984375,-0.0614013671875,1.4052734375,93.375,0,7,0,
404067,30,28.4,0,-0.39501953125,-0.041778564453125,1.46484375,93.375,0,7,0,
404097,30,30,0,-0.5107421875,-0.03515625,1.453125,93.375,0,7,0,
404127,30,31.9,0,-0.61279296875,-0.04010009765625,1.3818359375,93.375,0,7,0,
404157,30,29.4,0,-0.69287109375,-0.046356201171875,1.2607421875,93.375,0,7,0,
404187,30,28.2,0,-0.74658203125,-0.047088623046875,1.099609375,93.375,0,7,0,
404217,30,30.2,0,-0.77294921875,-0.042938232421875,0.9052734375,93.375,0,7,0,
404247,30,31.9,0,-0.77392578125,-0.038482666015625,0.67626953125,93.375,0,7,0,
404277,30,27.2,0,-0.75244140625,-0.037261962890625,0.41259765625,93.375,0,7,0,
404307,30,33,0,-0.73291015625,-0.038482666015625,0.18408203125,93.375,0,7,0,
404352,45,28.7,0,-0.73681640625,-0.035400390625,0.09356689453125,93.375,0,7,0,
404382,30,44.6,0,-0.7041015625,-0.033355712890625,0.06903076171875,93.375,0,7,0,
404412,30,28.4,0,-0.6591796875,-0.0311431884765625,0.05523681640625,93.375,0,7,0,
404457,45,30.1,0,-0.57568359375,-0.0265350341796875,0.0322265625,93.375,0,7,0,
404502,45,59.6,0,-0.4912109375,-0.028228759765625,0,93.375,1,6,0,
404532,30,31.5,0,-0.454345703125,-0.02703857421875,0,93.375,1,6,0,
404562,30,30.7,0,-0.409423828125,-0.032928466796875,0,93.375,1,6,0,
404592,30,29.2,0,-0.359130859375,-0.037109375,0,93.375,1,6,0,
404622,30,28.8,0,-0.31201171875,-0.03814697265625,0,93.375,1,6,0,
404652,30,31.6,0,-0.2734375,-0.037689208984375,0,93.375,1,6,0,
404682,30,30.7,0,-0.23974609375,-0.036895751953125,0,93.375,1,6,0,
404712,30,29.1,0,-0.2088623046875,-0.03582763671875,0,93.375,1,6,0,
404742,30,30,0,-0.177978515625,-0.034393310546875,0,93.375,1,6,0,
404772,30,29.1,0,-0.14453125,-0.0338134765625,0,93.375,1,6,0,
404802,30,29.6,0,-0.10723876953125,-0.033721923828125,0,93.375,1,6,0,
404832,30,30.7,0,-0.06463623046875,-0.03607177734375,0,93.375,1,6,0,
404862,30,28.5,0,-0.018646240234375,-0.0406494140625,0,93.375,1,6,0,
404892,30,31.1,0,0.0297393798828125,-0.046844482421875,0,93.375,1,6,0,
404922,30,29.8,0,0.0777587890625,-0.053131103515625,0,93.375,1,6,0,
404952,30,30.1,0,0.1268310546875,-0.059417724609375,0,93.375,1,6,0,
404982,30,29.9,0,0.1785888671875,-0.06671142578125,0,93.375,1,6,0,
405012,30,29.5,0,0.2335205078125,-0.07623291015625,0,93.375,1,6,0,
405042,30,31.9,0,0.293212890625,-0.087646484375,0,93.375,1,6,0,
405072,30,29.5,0,0.33642578125,-0.1015625,0.050628662109375,93.375,1,6,0,
405102,30,29.7,0,0.326171875,-0.11566162109375,0.2254638671875,93.375,1,6,0,
405132,30,30.7,0,0.260009765625,-0.1279296875,0.5029296875,93.375,1,6,0,
405162,30,29.6,0,0.15478515625,-0.134033203125,0.8173828125,98.6875,0,7,0,
405192,30,29.7,0,0.034088134765625,-0.130859375,1.0751953125,98.6875,0,7,0,
405222,30,30.1,0,-0.106201171875,-0.11279296875,1.2734375,98.6875,0,7,0,
405252,30,30.5,0,-0.251220703125,-0.08709716796875,1.41015625,98.6875,0,7,0,
405282,30,29.7,0,-0.37890625,-0.06500244140625,1.466796875,98.6875,0,7,0,
405312,30,29.6,0,-0.4912109375,-0.05523681640625,1.451171875,98.6875,0,7,0,
405342,30,31.8,0,-0.5869140625,-0.055023193359375,1.37890625,98.6875,0,7,0,
405372,30,27,0,-0.66064453125,-0.05340576171875,1.255859375,98.6875,0,7,0,
405402,30,30.9,0,-0.71142578125,-0.04595947265625,1.095703125,98.6875,0,7,0,
405432,30,30.8,0,-0.7373046875,-0.033843994140625,0.8974609375,98.6875,0,7,0,
405462,30,30.5,0,-0.73876953125,-0.023284912109375,0.66748046875,98.6875,0,7,0,
405492,30,29.3,0,-0.71875,-0.0187225341796875,0.400390625,98.6875,0,7,0,
405537,45,29.4,0,-0.71826171875,-0.018585205078125,0.12115478515625,98.6875,0,7,0,
405567,30,46,0,-0.71044921875,-0.01494598388671875,0.07208251953125,98.6875,0,7,0,
405597,30,28.5,0,-0.677734375,-0.00934600830078125,0.0460205078125,98.6875,0,7,0,
405642,45,46.4,0,-0.60302734375,0.0026226043701171875,0.0245361328125,98.6875,0,7,0,
405672,30,29.4,0,-0.53759765625,0.00791168212890625,0,98.6875,0,7,0,
405732,60,45.3,0,-0.4521484375,0.00984954833984375,0,98.6875,1,6,0,
