Time(Fw)[msec],Interval(Fw)[msec],Sampling(App)[msec],0xDF0,0xDF1,0xDF2,0xDF3,0xDF4,0xDF5,0xDF6,0xDF7,
192657,30,33.5,0,-0.254638671875,-0.1810302734375,0.1824951171875,101.25,0,6,0,
192687,30,27.3,0,-0.25439453125,-0.1807861328125,0.1824951171875,101.25,0,6,0,
192732,45,30.4,0,-0.25439453125,-0.18017578125,0.1824951171875,101.25,0,6,0,
192762,30,43.8,0,-0.254638671875,-0.1798095703125,0.1824951171875,101.25,0,6,0,
192792,30,30.4,0,-0.2548828125,-0.1795654296875,0.1824951171875,101.25,0,6,0,
192822,30,30.9,0,-0.2548828125,-0.1793212890625,0.1824951171875,101.25,0,6,0,
192852,30,30.2,0,-0.255126953125,-0.1790771484375,0.1824951171875,101.25,0,6,0,
192882,30,29.9,0,-0.25537109375,-0.1787109375,0.1824951171875,101.25,0,6,0,
192912,30,29.8,0,-0.255615234375,-0.178466796875,0.1824951171875,101.25,0,6,0,
192942,30,31.7,0,-0.254638671875,-0.17822265625,0.1810302734375,101.25,0,6,0,
192972,30,30.2,0,-0.254638671875,-0.177978515625,0.1810302734375,101.25,0,6,0,
193002,30,29.8,0,-0.254638671875,-0.177734375,0.1810302734375,101.25,0,6,0,
193032,30,28.9,0,-0.255126953125,-0.1773681640625,0.1810302734375,101.25,0,6,0,
193062,30,30.2,0,-0.25537109375,-0.1768798828125,0.1810302734375,101.25,0,6,0,
193092,30,30.6,0,-0.255859375,-0.1761474609375,0.1810302734375,101.25,0,6,0,
193137,45,29.4,0,-0.2568359375,-0.1749267578125,0.1810302734375,101.25,0,6,0,
193167,30,44.5,0,-0.256591796875,-0.1737060546875,0.179443359375,101.25,0,6,0,
193197,30,30.5,0,-0.25732421875,-0.17236328125,0.177978515625,101.25,0,6,0,
193227,30,29.9,0,-0.25830078125,-0.1708984375,0.1763916015625,101.25,0,6,0,
193272,45,44.9,0,-0.2587890625,-0.1680908203125,0.1717529296875,101.25,0,6,0,
193317,45,29.3,0,-0.259033203125,-0.16455078125,0.16259765625,101.25,0,6,0,
193347,30,45.5,0,-0.259033203125,-0.161865234375,0.1534423828125,101.25,0,6,0,
193377,30,32.4,0,-0.257568359375,-0.1590576171875,0.14111328125,101.25,0,6,0,
193407,30,30.8,0,-0.255126953125,-0.15625,0.12890625,101.25,0,6,0,
193452,45,27.7,0,-0.248291015625,-0.1522216796875,0.10888671875,101.25,0,6,0,
193482,30,44.5,0,-0.2418212890625,-0.1497802734375,0.0950927734375,101.25,0,6,0,
193512,30,32.7,0,-0.235107421875,-0.1475830078125,0.081298828125,101.25,0,6,0,
193557,45,31,0,-0.224365234375,-0.144287109375,0.059814453125,101.25,0,6,0,
