Time(Fw)[msec],Interval(Fw)[msec],Sampling(App)[msec],0xDF0,0xDF1,0xDF2,0xDF3,0xDF4,0xDF5,0xDF6,0xDF7,
76932,30,30.6,0,-0.3876953125,-0.1744384765625,0.4677734375,72.3125,0,6,0,
76962,30,28.8,0,-0.3876953125,-0.174072265625,0.4677734375,72.3125,0,6,0,
76992,30,30.2,0,-0.3876953125,-0.1739501953125,0.4677734375,72.3125,0,6,0,
77022,30,30.9,0,-0.387939453125,-0.173828125,0.4677734375,72.3125,0,6,0,
77052,30,29.8,0,-0.38818359375,-0.173583984375,0.4677734375,72.3125,0,6,0,
77097,45,43,0,-0.388427734375,-0.1732177734375,0.4677734375,72.3125,0,6,0,
77127,30,31.4,0,-0.388671875,-0.1728515625,0.4677734375,72.3125,0,6,0,
77157,30,30.1,0,-0.388916015625,-0.172607421875,0.4677734375,72.3125,0,6,0,
77187,30,29.8,0,-0.388916015625,-0.1722412109375,0.4677734375,72.3125,0,6,0,
77217,30,30.6,0,-0.38916015625,-0.171875,0.4677734375,72.3125,0,6,0,
77247,30,30.7,0,-0.38916015625,-0.1715087890625,0.4677734375,72.3125,0,6,0,
77277,30,30.6,0,-0.38916015625,-0.171142578125,0.4677734375,72.3125,0,6,0,
77307,30,28.5,0,-0.388916015625,-0.1708984375,0.4677734375,72.3125,0,6,0,
77337,30,31.7,0,-0.388916015625,-0.1705322265625,0.4677734375,72.3125,0,6,0,
77367,30,28.3,0,-0.388671875,-0.170166015625,0.4677734375,72.3125,0,6,0,
77427,60,29.6,0,-0.387939453125,-0.16943359375,0.4677734375,72.3125,0,6,0,
77457,30,60.3,0,-0.387451171875,-0.169189453125,0.4677734375,72.3125,0,6,0,
77487,30,31.4,0,-0.386962890625,-0.1690673828125,0.4677734375,72.3125,0,6,0,
77517,30,30.5,0,-0.386474609375,-0.1688232421875,0.4677734375,72.3125,0,6,0,
77547,30,29.3,0,-0.385986328125,-0.1685791015625,0.4677734375,72.3125,0,6,0,
77577,30,30,0,-0.385498046875,-0.16845703125,0.4677734375,72.3125,0,6,0,
77607,30,29.8,0,-0.385009765625,-0.168212890625,0.4677734375,72.3125,0,6,0,
77637,30,32.4,0,-0.384521484375,-0.16796875,0.4677734375,72.3125,0,6,0,
77667,30,30.4,0,-0.384033203125,-0.167724609375,0.4677734375,72.3125,0,6,0,
77697,30,29,0,-0.383544921875,-0.16748046875,0.4677734375,72.3125,0,6,0,
77727,30,29.6,0,-0.38330078125,-0.1673583984375,0.4677734375,72.3125,0,6,0,
77757,30,31.1,0,-0.383056640625,-0.1671142578125,0.4677734375,72.3125,0,6,0,
77787,30,30.5,0,-0.382568359375,-0.1668701171875,0.4677734375,72.3125,0,6,0,
77817,30,28.1,0,-0.38232421875,-0.166748046875,0.4677734375,72.3125,0,6,0,
77847,30,29,0,-0.382080078125,-0.166748046875,0.4677734375,72.3125,0,6,0,
77877,30,29.3,0,-0.382080078125,-0.166748046875,0.4677734375,72.3125,0,6,0,
77907,30,30.6,0,-0.382080078125,-0.1669921875,0.4677734375,72.3125,0,6,0,
77937,30,30.8,0,-0.382080078125,-0.167236328125,0.4677734375,72.3125,0,6,0,
77967,30,29.4,0,-0.382080078125,-0.1676025390625,0.4677734375,72.3125,0,6,0,
77997,30,30.3,0,-0.382080078125,-0.1678466796875,0.4677734375,72.3125,0,6,0,
78027,30,29.6,0,-0.382080078125,-0.1680908203125,0.4677734375,72.3125,0,6,0,
78057,30,29.2,0,-0.382080078125,-0.1683349609375,0.4677734375,72.3125,0,6,0,
78087,30,30.8,0,-0.382080078125,-0.1685791015625,0.4677734375,72.3125,0,6,0,
78117,30,31.1,0,-0.382080078125,-0.1689453125,0.4677734375,72.3125,0,6,0,
78162,45,44.6,0,-0.38232421875,-0.1693115234375,0.4677734375,72.3125,0,6,0,
78192,30,31.5,0,-0.38232421875,-0.16943359375,0.4677734375,72.3125,0,6,0,
78222,30,26.5,0,-0.382568359375,-0.169677734375,0.4677734375,72.3125,0,6,0,
78252,30,30.9,0,-0.382568359375,-0.169677734375,0.4677734375,72.3125,0,6,0,
